OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code
27981,75,220,Delivered,2021-08-25,Entertainment,Sofia,35,11,USA,ENT-630
32160,6,115,Shipped,2021-07-08,Office,Abdul,20,16,Italy,O-188
45859,49,124,Not Delivered,2021-10-24,Healthcare,Kristen,28,17,UK,HC-203
38668,88,160,Not Delivered,2021-10-24,Entertainment,Abdul,35,23,UK,ENT-901
48907,59,101,Not Shipped,2021-12-14,Fashion,John,31,12,UK,F-188
38523,35,115,Delivered,2021-07-28,Home,Pablo,35,24,UK,H-101
14469,63,162,Shipped,2021-10-03,Entertainment,Sofia,24,12,USA,ENT-101
10829,34,116,Not Shipped,2021-09-07,Entertainment,Emma,30,19,China,ENT-901
13938,95,227,Shipped,2021-09-02,Healthcare,Anthony,28,22,Italy,HC-630
28598,93,126,Not Shipped,2021-11-16,Fashion,Anthony,28,15,Kenya,F-188
12862,37,114,Not Shipped,2021-11-15,Healthcare,Kristen,27,23,Singapore,HC-203
15214,49,162,Not Shipped,2021-07-08,Fashion,Kristen,27,14,Kenya,F-188
23822,45,235,Not Delivered,2021-08-27,Healthcare,Emma,26,17,India,HC-630
32871,89,250,Not Shipped,2021-12-12,Healthcare,Maria,29,11,Singapore,HC-188
39067,69,101,Shipped,2021-08-08,Healthcare,Sofia,26,14,Singapore,HC-555
29481,69,227,Shipped,2021-07-04,Healthcare,Abdul,24,12,Kenya,HC-203
47888,58,129,Not Delivered,2021-11-01,Fashion,John,23,21,UK,F-901
12880,90,185,Not Delivered,2021-07-16,Office,Abdul,30,17,India,O-101
22007,44,194,Not Delivered,2021-10-13,Office,John,26,23,India,O-203
39391,37,110,Shipped,2021-12-07,Office,Abdul,32,18,China,O-203
24319,3,238,Shipped,2021-07-03,Home,Pablo,24,21,UK,H-555
46144,49,120,Not Shipped,2021-12-29,Entertainment,Abdul,28,17,UK,ENT-101
41625,61,220,Delivered,2021-09-24,Entertainment,Kristen,25,21,USA,ENT-101
48883,55,145,Delivered,2021-09-02,Fashion,Maria,21,25,Germany,F-188
12748,56,101,Shipped,2021-12-14,Entertainment,Stella,23,22,UK,ENT-901
15589,100,162,Not Shipped,2021-11-15,Home,Abdul,23,18,UK,H-188
43703,70,238,Delivered,2021-12-22,Home,Emma,26,13,Kenya,H-188
43332,15,247,Not Shipped,2021-10-23,Entertainment,Kristen,25,13,UK,ENT-101
50132,67,218,Not Delivered,2021-11-07,Fashion,Pablo,32,13,India,F-101
28437,41,153,Not Delivered,2021-12-22,Home,Jacob,27,21,Italy,H-555
14903,100,170,Shipped,2021-09-12,Home,Stella,32,23,UK,H-101
25210,20,232,Not Shipped,2021-07-29,Fashion,Stella,22,13,Italy,F-555
29536,62,248,Not Shipped,2021-09-06,Office,Stella,21,25,Kenya,O-901
12206,66,171,Shipped,2021-09-12,Home,Stella,28,11,India,H-188
32049,33,133,Not Shipped,2021-08-14,Entertainment,Emma,23,14,UK,ENT-630
16614,5,233,Not Delivered,2021-08-11,Office,Anthony,26,20,USA,O-630
22054,78,206,Delivered,2021-07-29,Office,Anthony,29,17,USA,O-101
44214,7,156,Not Shipped,2021-07-11,Fashion,Maria,27,22,UK,F-555
48672,1,185,Delivered,2021-10-06,Entertainment,John,32,22,China,ENT-630
15420,40,136,Delivered,2021-10-10,Office,Emma,30,13,UK,O-901
34592,20,237,Not Delivered,2021-12-18,Entertainment,Pablo,33,23,USA,ENT-901
29917,35,194,Delivered,2021-07-17,Healthcare,Abdul,29,21,Singapore,HC-203
50244,46,231,Not Shipped,2021-12-08,Home,Maria,22,20,China,H-101
27008,70,119,Delivered,2021-11-02,Office,Stella,33,11,USA,O-188
13535,57,162,Shipped,2021-11-28,Office,Pablo,31,11,China,O-203
38591,73,180,Shipped,2021-08-15,Healthcare,Pablo,28,12,Kenya,HC-555
19084,34,214,Not Delivered,2021-09-19,Healthcare,John,26,22,India,HC-555
12896,63,247,Not Shipped,2021-10-10,Entertainment,Kristen,35,21,China,ENT-630
20504,87,242,Not Shipped,2021-07-25,Home,Anthony,31,22,Germany,H-901
27742,29,147,Delivered,2021-08-06,Office,Stella,35,10,China,O-555
34888,40,139,Shipped,2021-12-18,Healthcare,Jacob,23,23,UK,HC-555
43432,15,216,Not Delivered,2021-12-18,Office,Emma,25,19,India,O-901
17046,25,124,Shipped,2021-12-30,Home,Abdul,29,14,China,H-101
15341,17,106,Shipped,2021-10-11,Entertainment,Emma,22,14,Singapore,ENT-188
31470,82,158,Shipped,2021-09-02,Home,Kristen,28,12,Kenya,H-203
39776,67,152,Not Delivered,2021-10-16,Fashion,Maria,31,24,Italy,F-630
19145,20,187,Not Shipped,2021-07-03,Office,Maria,22,18,UK,O-188
45901,80,157,Not Shipped,2021-10-16,Entertainment,Emma,22,19,USA,ENT-101
36237,77,136,Delivered,2021-10-04,Home,Stella,25,11,India,H-555
38686,6,157,Delivered,2021-09-10,Home,Maria,23,25,Kenya,H-630
30412,27,201,Delivered,2021-12-18,Office,Stella,33,23,USA,O-555
14469,27,227,Not Shipped,2021-08-24,Entertainment,Anthony,32,15,India,ENT-101
23467,11,248,Not Delivered,2021-08-27,Fashion,Anthony,20,21,India,F-188
26114,10,202,Shipped,2021-08-24,Entertainment,Sofia,35,21,Singapore,ENT-901
30176,73,244,Not Delivered,2021-12-23,Healthcare,Jacob,30,13,USA,HC-203
44011,54,142,Delivered,2021-09-07,Office,Sofia,23,20,China,O-203
40870,95,214,Delivered,2021-08-20,Healthcare,Kristen,21,19,USA,HC-101
41272,32,141,Not Delivered,2021-07-22,Office,Anthony,21,12,China,O-203
31387,23,122,Shipped,2021-10-04,Home,Jacob,29,25,Germany,H-555
16604,33,156,Not Shipped,2021-07-08,Entertainment,Kristen,35,14,Germany,ENT-188
37949,21,123,Not Delivered,2021-08-20,Entertainment,John,33,21,UK,ENT-188
28614,18,102,Shipped,2021-08-20,Entertainment,Maria,35,10,Italy,ENT-101
46910,9,152,Delivered,2021-11-07,Healthcare,Kristen,26,10,Germany,HC-101
38011,51,180,Not Delivered,2021-12-05,Entertainment,Pablo,31,12,India,ENT-630
39347,51,244,Not Delivered,2021-08-14,Healthcare,Sofia,24,18,UK,HC-203
24935,15,173,Not Delivered,2021-10-04,Entertainment,Pablo,21,11,UK,ENT-101
15694,78,193,Not Delivered,2021-11-20,Fashion,Abdul,20,18,Singapore,F-630
22572,2,177,Not Delivered,2021-10-23,Home,Pablo,31,20,India,H-188
12245,7,101,Delivered,2021-12-08,Home,John,34,17,Germany,H-901
17011,10,231,Not Delivered,2021-07-11,Fashion,Jacob,28,15,UK,F-555
30296,28,175,Delivered,2021-11-21,Healthcare,Pablo,30,19,India,HC-203
13893,42,242,Not Shipped,2021-11-01,Home,Maria,26,13,Italy,H-101
48109,93,146,Shipped,2021-10-29,Home,Sofia,21,22,China,H-555
12100,70,186,Not Shipped,2021-07-30,Fashion,Abdul,26,19,UK,F-555
23576,32,250,Delivered,2021-09-27,Entertainment,Abdul,28,15,Singapore,ENT-101
39234,21,177,Delivered,2021-07-13,Healthcare,Anthony,22,13,Singapore,HC-901
32691,67,145,Not Delivered,2021-07-16,Office,John,31,13,Italy,O-901
13318,75,227,Not Delivered,2021-07-06,Healthcare,Pablo,23,16,UK,HC-101
46278,40,157,Delivered,2021-10-09,Healthcare,John,31,11,India,HC-101
13845,73,239,Not Delivered,2021-11-11,Healthcare,Jacob,25,23,Singapore,HC-101
34635,83,191,Shipped,2021-07-16,Healthcare,Pablo,20,10,USA,HC-188
30564,5,207,Not Delivered,2021-08-24,Home,John,35,16,Italy,H-555
18616,91,161,Not Shipped,2021-10-25,Home,Emma,33,23,China,H-203
12396,5,102,Delivered,2021-07-04,Healthcare,Abdul,30,17,UK,HC-901
35348,1,191,Not Shipped,2021-10-09,Fashion,Pablo,28,16,UK,F-555
17280,82,160,Not Shipped,2021-12-18,Office,Emma,30,11,Kenya,O-101
19083,90,149,Shipped,2021-07-11,Fashion,Jacob,32,11,Singapore,F-555
39215,67,153,Not Shipped,2021-07-06,Fashion,Anthony,35,11,UK,F-901
47657,18,105,Delivered,2021-08-27,Fashion,Jacob,34,23,China,F-555
43099,73,163,Not Delivered,2021-09-15,Office,Jacob,26,17,China,O-188
17475,48,189,Not Shipped,2021-12-18,Home,Abdul,34,25,Italy,H-188
22723,47,124,Not Delivered,2021-09-27,Entertainment,Stella,31,17,Kenya,ENT-203
26152,73,217,Not Delivered,2021-08-15,Office,Abdul,33,22,Italy,O-188
40334,37,145,Delivered,2021-09-06,Home,Jacob,30,11,Italy,H-203
16327,60,121,Shipped,2021-08-30,Healthcare,Emma,23,14,Germany,HC-188
24243,49,149,Delivered,2021-10-02,Healthcare,Stella,22,20,India,HC-101
13890,9,233,Shipped,2021-07-22,Home,Anthony,31,15,Germany,H-188
28123,45,103,Not Shipped,2021-09-14,Entertainment,Emma,28,18,Kenya,ENT-630
19344,3,195,Shipped,2021-11-15,Entertainment,Abdul,23,22,Italy,ENT-101
10330,97,198,Not Delivered,2021-10-04,Fashion,Maria,34,15,China,F-555
43776,25,217,Not Shipped,2021-11-01,Fashion,Anthony,27,13,India,F-101
18073,81,243,Delivered,2021-11-21,Entertainment,Pablo,28,21,Germany,ENT-630
43311,57,241,Not Shipped,2021-10-10,Healthcare,Maria,33,13,Kenya,HC-203
37708,26,147,Delivered,2021-07-30,Fashion,Emma,35,23,USA,F-555
35027,65,184,Not Delivered,2021-07-17,Healthcare,Anthony,29,22,Germany,HC-203
42806,35,217,Not Shipped,2021-10-04,Fashion,Pablo,22,24,Kenya,F-101
40007,96,152,Shipped,2021-09-27,Entertainment,Emma,21,25,Kenya,ENT-101
40238,3,201,Delivered,2021-07-31,Fashion,Abdul,35,10,Kenya,F-101
33776,1,138,Not Delivered,2021-11-15,Home,John,34,12,India,H-203
16891,47,171,Not Delivered,2021-08-05,Healthcare,Stella,23,10,Italy,HC-101
12704,69,222,Not Shipped,2021-07-28,Fashion,Stella,26,25,India,F-101
33793,28,200,Not Delivered,2021-08-15,Entertainment,Emma,35,23,Kenya,ENT-101
19429,87,143,Not Shipped,2021-09-06,Fashion,John,31,11,UK,F-188
17004,67,127,Not Delivered,2021-11-27,Fashion,Pablo,33,10,Germany,F-101
42366,47,194,Not Delivered,2021-07-11,Office,Kristen,24,10,India,O-188
28572,78,191,Delivered,2021-07-05,Entertainment,Jacob,31,11,Germany,ENT-555
20957,13,136,Not Delivered,2021-10-04,Entertainment,Stella,20,23,Kenya,ENT-630
43436,14,220,Shipped,2021-10-04,Home,Maria,32,14,USA,H-630
20408,6,205,Not Delivered,2021-10-09,Fashion,Kristen,30,10,Kenya,F-188
37366,15,143,Not Shipped,2021-09-18,Entertainment,John,29,14,Kenya,ENT-630
32641,31,171,Shipped,2021-08-29,Office,Pablo,25,24,Germany,O-630
18668,36,188,Not Shipped,2021-07-16,Entertainment,Jacob,20,18,India,ENT-203
34469,87,241,Shipped,2021-11-27,Office,Sofia,32,17,India,O-630
41029,49,222,Not Delivered,2021-07-30,Healthcare,Maria,21,21,Singapore,HC-555
21643,75,123,Not Shipped,2021-08-27,Entertainment,Kristen,23,23,India,ENT-188
43705,34,194,Not Delivered,2021-12-18,Entertainment,Kristen,22,12,UK,ENT-203
49284,84,103,Not Shipped,2021-12-02,Healthcare,John,23,18,Singapore,HC-188
42622,78,240,Not Delivered,2021-12-10,Fashion,Anthony,25,12,Italy,F-630
49596,48,156,Not Shipped,2021-08-24,Fashion,Jacob,22,15,Singapore,F-203
38240,62,248,Not Shipped,2021-10-29,Home,Emma,26,25,Singapore,H-203
20108,74,156,Not Shipped,2021-10-10,Fashion,Abdul,32,22,Kenya,F-630
48970,44,152,Not Shipped,2021-09-27,Entertainment,Jacob,22,13,Italy,ENT-630
27419,62,192,Shipped,2021-09-06,Fashion,Maria,27,13,China,F-101
30037,37,236,Delivered,2021-08-05,Healthcare,Maria,28,14,Singapore,HC-101
34400,83,201,Shipped,2021-08-15,Home,Pablo,29,12,India,H-101
45415,46,196,Not Shipped,2021-11-25,Healthcare,Jacob,31,12,USA,HC-203
37988,98,158,Delivered,2021-12-18,Fashion,Kristen,20,13,Kenya,F-101
29114,50,150,Not Delivered,2021-11-24,Entertainment,Anthony,28,17,China,ENT-901
18050,43,143,Not Delivered,2021-07-05,Office,Sofia,22,20,Singapore,O-630
21462,2,232,Not Delivered,2021-07-29,Fashion,Maria,28,25,Kenya,F-630
27315,11,137,Not Delivered,2021-07-30,Fashion,John,24,18,China,F-555
24139,98,243,Shipped,2021-10-16,Home,Maria,22,23,Singapore,H-101
20918,43,204,Not Shipped,2021-07-30,Healthcare,Anthony,33,13,India,HC-188
27934,67,115,Shipped,2021-12-12,Fashion,Abdul,23,23,China,F-630
12615,50,249,Delivered,2021-11-13,Entertainment,Maria,20,24,China,ENT-203
19783,68,219,Shipped,2021-08-06,Home,Kristen,25,10,Kenya,H-630
45532,83,202,Delivered,2021-10-13,Fashion,Abdul,22,19,Germany,F-188
24149,76,139,Not Delivered,2021-11-15,Home,John,30,13,USA,H-901
12980,57,200,Not Shipped,2021-08-06,Healthcare,Pablo,22,20,Kenya,HC-101
25300,99,103,Not Delivered,2021-12-06,Healthcare,Maria,23,17,Germany,HC-630
43509,90,103,Delivered,2021-07-29,Home,Abdul,27,20,Kenya,H-901
49914,76,132,Shipped,2021-08-18,Office,Abdul,24,17,USA,O-901
26085,34,202,Delivered,2021-08-27,Healthcare,Kristen,33,23,UK,HC-901
49147,96,211,Delivered,2021-09-14,Office,Sofia,26,12,USA,O-101
28814,6,247,Not Shipped,2021-09-12,Office,Jacob,23,10,Singapore,O-901
17131,15,132,Shipped,2021-07-10,Office,Pablo,26,22,Italy,O-101
16491,35,131,Shipped,2021-12-18,Office,John,32,16,Italy,O-901
21066,37,126,Not Delivered,2021-11-07,Home,Jacob,32,17,UK,H-188
28946,15,142,Shipped,2021-10-29,Office,Sofia,31,16,China,O-555
19531,40,136,Shipped,2021-10-04,Fashion,Pablo,20,15,UK,F-203
27452,73,220,Shipped,2021-10-18,Healthcare,Pablo,21,21,Germany,HC-630
42808,73,209,Shipped,2021-10-26,Fashion,Abdul,24,15,USA,F-555
21181,38,187,Not Shipped,2021-09-07,Office,Maria,30,21,USA,O-101
41041,57,209,Shipped,2021-08-06,Home,Emma,24,12,Kenya,H-901
34169,91,230,Not Delivered,2021-09-13,Home,Anthony,24,13,Italy,H-630
18565,3,232,Delivered,2021-07-10,Entertainment,Emma,24,18,Germany,ENT-101
17109,18,213,Not Shipped,2021-08-18,Home,Maria,27,13,Italy,H-630
20132,30,226,Not Shipped,2021-11-21,Entertainment,John,24,18,Germany,ENT-203
40106,87,112,Not Shipped,2021-10-13,Office,Jacob,22,10,China,O-188
41044,50,210,Not Shipped,2021-12-08,Home,Kristen,26,19,Kenya,H-101
24661,73,231,Not Shipped,2021-07-04,Office,Emma,21,10,India,O-901
44524,8,207,Not Shipped,2021-10-04,Entertainment,John,31,22,Singapore,ENT-555
17799,16,246,Delivered,2021-07-25,Healthcare,Abdul,22,22,China,HC-101
32635,10,162,Shipped,2021-11-07,Healthcare,John,29,24,Italy,HC-901
26623,20,142,Not Delivered,2021-12-23,Healthcare,Anthony,24,12,UK,HC-101
37597,33,211,Not Delivered,2021-12-18,Healthcare,Jacob,27,23,China,HC-101
28515,96,178,Not Delivered,2021-10-01,Office,Emma,26,15,China,O-901
25797,58,208,Shipped,2021-12-07,Entertainment,Maria,20,18,China,ENT-555
12602,75,121,Not Delivered,2021-08-27,Healthcare,Stella,25,23,USA,HC-188
35984,86,200,Not Shipped,2021-12-21,Office,Maria,22,24,Italy,O-630
44509,73,154,Delivered,2021-12-18,Home,Anthony,27,23,Kenya,H-203
36747,55,177,Shipped,2021-07-22,Healthcare,Stella,21,22,Kenya,HC-901
38960,51,182,Not Delivered,2021-10-04,Entertainment,Stella,22,24,India,ENT-901
19503,28,107,Not Delivered,2021-11-02,Office,Anthony,21,17,USA,O-555
45496,4,230,Not Shipped,2021-10-04,Entertainment,Abdul,21,14,USA,ENT-101
23500,76,203,Not Shipped,2021-11-28,Healthcare,Emma,31,17,USA,HC-901
46406,26,149,Not Delivered,2021-12-06,Healthcare,Jacob,34,19,India,HC-901
50113,46,132,Not Shipped,2021-12-18,Home,Emma,33,11,Germany,H-101
50135,73,243,Shipped,2021-12-18,Healthcare,Stella,29,10,Germany,HC-188
12290,82,211,Shipped,2021-08-11,Entertainment,Abdul,32,22,UK,ENT-630
42275,10,151,Delivered,2021-08-11,Office,John,28,14,Germany,O-203
18504,77,115,Delivered,2021-11-27,Entertainment,Emma,22,10,USA,ENT-101
40535,48,174,Not Shipped,2021-10-16,Home,Maria,24,17,UK,H-203
24337,81,135,Not Delivered,2021-10-03,Fashion,John,31,15,Germany,F-203
17837,99,219,Not Delivered,2021-10-02,Fashion,John,33,22,USA,F-555
29039,43,221,Not Delivered,2021-07-06,Fashion,Emma,34,16,Singapore,F-101
10196,66,159,Delivered,2021-10-04,Home,Jacob,26,25,Italy,H-188
15595,82,248,Delivered,2021-07-06,Fashion,Pablo,24,11,Italy,F-188
19368,24,214,Shipped,2021-12-24,Healthcare,Pablo,27,15,USA,HC-188
47788,71,204,Not Shipped,2021-11-21,Entertainment,Jacob,22,13,Singapore,ENT-188
47235,26,209,Delivered,2021-09-24,Entertainment,Sofia,21,14,USA,ENT-555
45028,69,130,Shipped,2021-10-03,Entertainment,John,32,19,Singapore,ENT-203
41769,39,109,Delivered,2021-08-30,Entertainment,Pablo,27,18,UK,ENT-901
43886,96,112,Not Delivered,2021-09-07,Home,John,24,20,Singapore,H-555
27771,50,165,Not Shipped,2021-07-11,Office,Anthony,20,19,Italy,O-203
45164,51,227,Not Shipped,2021-11-24,Fashion,Sofia,27,17,Singapore,F-188
48624,73,160,Not Shipped,2021-08-03,Office,Sofia,29,10,Singapore,O-101
18989,20,113,Not Delivered,2021-10-10,Home,Pablo,30,22,UK,H-901
23793,67,206,Not Shipped,2021-09-20,Healthcare,Pablo,30,19,Germany,HC-188
11343,98,143,Not Delivered,2021-10-19,Office,Anthony,32,25,Germany,O-630
10889,12,250,Not Shipped,2021-08-15,Home,John,25,12,Germany,H-101
22800,44,227,Not Shipped,2021-08-27,Office,Jacob,35,19,UK,O-101
35772,61,185,Shipped,2021-11-13,Entertainment,Jacob,32,19,Kenya,ENT-901
39826,50,206,Delivered,2021-11-15,Home,John,29,24,China,H-101
37934,64,149,Not Shipped,2021-10-03,Fashion,John,32,11,Germany,F-203
45019,92,144,Shipped,2021-11-27,Healthcare,Pablo,26,24,Kenya,HC-203
28059,53,188,Delivered,2021-07-10,Entertainment,Kristen,28,19,India,ENT-555
31843,64,206,Shipped,2021-11-01,Entertainment,Sofia,26,13,UK,ENT-188
40982,31,119,Not Delivered,2021-09-06,Office,Abdul,32,23,Singapore,O-101
32850,13,191,Delivered,2021-08-11,Home,Abdul,24,18,India,H-901
16776,72,207,Not Shipped,2021-11-27,Home,Stella,33,23,India,H-630
38089,92,171,Delivered,2021-08-26,Entertainment,Pablo,30,18,USA,ENT-555
20893,99,165,Not Delivered,2021-12-06,Healthcare,Maria,21,10,India,HC-901
40358,42,205,Not Delivered,2021-07-16,Office,Abdul,22,15,Italy,O-101
22329,31,187,Delivered,2021-12-18,Home,John,23,18,India,H-188
48992,79,172,Delivered,2021-07-03,Home,Kristen,24,11,Kenya,H-101
47508,26,202,Not Delivered,2021-11-15,Entertainment,Emma,21,18,USA,ENT-901
40345,41,100,Shipped,2021-10-01,Office,Pablo,30,15,USA,O-901
34814,32,163,Not Shipped,2021-08-24,Healthcare,John,27,12,Germany,HC-188
27645,54,219,Delivered,2021-07-22,Office,Abdul,20,19,USA,O-630
14520,78,192,Not Shipped,2021-12-18,Home,Maria,25,15,UK,H-555
30807,98,193,Delivered,2021-09-21,Home,Maria,31,21,Kenya,H-203
16560,5,219,Not Delivered,2021-09-24,Entertainment,Abdul,34,16,Germany,ENT-555
20009,19,210,Not Delivered,2021-11-15,Entertainment,John,27,21,India,ENT-188
40834,60,136,Not Shipped,2021-07-25,Entertainment,John,32,12,Germany,ENT-203
18685,27,211,Delivered,2021-12-12,Healthcare,John,22,14,UK,HC-630
41025,79,176,Shipped,2021-08-27,Healthcare,Kristen,30,18,UK,HC-101
38742,25,168,Shipped,2021-07-22,Entertainment,Emma,24,13,Kenya,ENT-188
36956,70,161,Delivered,2021-10-06,Office,Stella,27,22,India,O-188
27599,86,186,Not Delivered,2021-08-05,Healthcare,Sofia,32,23,Singapore,HC-901
22012,20,177,Not Shipped,2021-08-14,Fashion,Abdul,34,18,UK,F-630
26727,3,153,Delivered,2021-09-21,Healthcare,Pablo,24,23,Singapore,HC-630
12893,12,145,Not Shipped,2021-11-27,Office,Emma,33,13,USA,O-203
23642,47,156,Shipped,2021-10-13,Entertainment,Stella,20,16,Kenya,ENT-630
42496,95,190,Delivered,2021-11-02,Entertainment,Jacob,23,22,Singapore,ENT-203
26227,92,247,Shipped,2021-10-26,Fashion,Anthony,24,21,Singapore,F-630
49025,63,100,Not Delivered,2021-07-10,Entertainment,Anthony,28,12,UK,ENT-101
13118,21,244,Not Shipped,2021-08-24,Fashion,Stella,20,24,Kenya,F-188
21972,100,140,Not Shipped,2021-07-30,Healthcare,Jacob,22,20,Kenya,HC-555
43697,89,210,Not Delivered,2021-08-20,,Anthony,21,16,USA,O-630
17569,96,201,Not Delivered,2021-10-24,Office,Pablo,32,11,UK,O-555
43286,54,247,Delivered,2021-08-27,Office,Jacob,35,14,USA,O-188
19656,20,113,Delivered,2021-09-15,Healthcare,Maria,34,11,Germany,HC-188
45370,28,137,Not Shipped,2021-10-25,Fashion,Anthony,30,12,Germany,F-188
38362,27,159,Shipped,2021-09-07,Home,Jacob,34,14,UK,H-188
48960,28,118,Not Shipped,2021-08-14,Home,Jacob,30,22,Singapore,H-901
33205,36,103,Not Shipped,2021-10-14,Home,Abdul,30,23,China,H-630
41104,84,137,Not Shipped,2021-07-25,Healthcare,John,31,15,USA,HC-901
30426,25,217,Delivered,2021-10-24,Healthcare,Abdul,20,19,Italy,HC-901
50090,93,239,Not Shipped,2021-08-08,Home,Maria,26,22,Germany,H-901
25259,1,179,Shipped,2021-09-14,Entertainment,Kristen,20,24,Kenya,ENT-188
37132,78,193,Shipped,2021-08-14,Home,Kristen,20,16,UK,H-555
28319,20,112,Delivered,2021-07-03,Entertainment,Kristen,35,23,Singapore,ENT-101
40738,26,192,Shipped,2021-11-15,Entertainment,Pablo,34,23,India,ENT-188
34310,50,153,Not Delivered,2021-09-27,Fashion,Jacob,35,16,Kenya,F-901
32347,14,150,Not Delivered,2021-10-29,Home,Anthony,22,20,India,H-188
22863,79,164,Delivered,2021-12-05,Office,John,22,12,China,O-555
30956,78,213,Not Shipped,2021-09-12,Home,Pablo,33,12,China,H-101
46084,27,229,Shipped,2021-07-16,Entertainment,Emma,31,22,Germany,ENT-555
18996,69,115,Not Shipped,2021-07-03,Office,Pablo,26,14,Kenya,O-203
10270,69,145,Shipped,2021-11-07,Fashion,Kristen,32,21,Italy,F-188
21051,48,232,Shipped,2021-09-24,Fashion,Pablo,26,15,China,F-188
39042,87,145,Delivered,2021-10-26,Healthcare,Anthony,21,24,Italy,HC-188
34523,100,154,Shipped,2021-07-17,Entertainment,John,28,20,China,ENT-203
38742,5,248,Not Delivered,2021-12-18,Home,Pablo,22,11,Italy,H-101
37398,20,113,Not Delivered,2021-10-03,Fashion,Emma,35,12,Singapore,F-203
47203,38,129,Not Delivered,2021-10-11,Office,Emma,28,21,China,O-188
23991,15,189,Not Delivered,2021-10-26,Office,Jacob,21,17,China,O-101
41449,55,119,Delivered,2021-12-30,Fashion,Sofia,22,23,Kenya,F-101
12968,67,241,Not Delivered,2021-11-07,Fashion,John,28,11,USA,F-630
19212,43,128,Not Shipped,2021-08-18,Entertainment,Abdul,32,22,USA,ENT-101
49001,98,115,Shipped,2021-08-11,Office,Emma,33,12,UK,O-555
23901,71,175,Shipped,2021-09-24,Office,John,21,23,USA,O-555
39650,71,131,Not Shipped,2021-12-12,Fashion,Abdul,24,16,Singapore,F-901
13052,30,131,Delivered,2021-09-18,Entertainment,Abdul,34,11,India,ENT-901
11970,41,218,Not Delivered,2021-10-07,Fashion,Pablo,22,14,China,F-203
29933,46,246,Shipped,2021-11-27,Healthcare,Abdul,20,22,USA,HC-101
10196,14,179,Delivered,2021-09-06,Entertainment,Anthony,24,17,China,ENT-555
20254,37,139,Delivered,2021-12-05,Office,Pablo,26,13,China,O-555
46617,52,139,Shipped,2021-08-14,Entertainment,Emma,31,15,China,ENT-630
32275,75,140,Not Shipped,2021-11-07,Entertainment,Emma,27,13,China,ENT-203
34783,4,184,Not Delivered,2021-09-14,Fashion,Stella,25,16,Kenya,F-101
40194,41,226,Not Shipped,2021-07-14,Entertainment,Pablo,25,23,Kenya,ENT-188
39786,86,205,Shipped,2021-07-13,Healthcare,Stella,33,17,India,HC-188
16879,32,234,Not Shipped,2021-08-26,Home,Stella,32,17,Italy,H-101
44568,32,204,Shipped,2021-09-14,Office,Jacob,35,14,USA,O-188
34552,39,182,Delivered,2021-11-01,Fashion,John,31,18,China,F-555
43727,64,120,Not Delivered,2021-09-30,Entertainment,Jacob,34,19,USA,ENT-188
45941,79,228,Not Delivered,2021-10-12,Healthcare,Jacob,35,11,Singapore,HC-630
16137,31,193,Delivered,2021-11-20,Fashion,Pablo,34,22,Germany,F-555
28680,49,177,Shipped,2021-10-01,Office,John,32,13,China,O-630
24438,22,170,Delivered,2021-07-22,Healthcare,John,31,18,India,HC-188
17636,82,200,Not Shipped,2021-12-13,Home,Anthony,34,23,Singapore,H-203
29917,40,174,Shipped,2021-10-06,Home,Jacob,23,14,Singapore,H-555
15489,2,178,Not Delivered,2021-11-15,Healthcare,Stella,34,21,UK,HC-901
25628,18,170,Not Shipped,2021-10-07,Healthcare,Maria,23,25,Singapore,HC-630
36536,40,140,Not Delivered,2021-08-08,Office,Sofia,31,17,China,O-555
24117,85,217,Shipped,2021-12-18,Healthcare,Sofia,33,11,India,HC-630
25955,78,167,Not Shipped,2021-10-04,Fashion,Abdul,26,23,China,F-901
28556,94,120,Shipped,2021-07-17,Office,Maria,32,22,Singapore,O-188
15572,50,161,Shipped,2021-09-06,Healthcare,Kristen,31,13,Singapore,HC-630
26282,29,156,Delivered,2021-08-05,Fashion,Jacob,32,17,Kenya,F-555
40241,4,160,Not Delivered,2021-12-05,Home,John,29,13,USA,H-203
18791,51,135,Shipped,2021-07-04,Fashion,John,22,17,USA,F-901
23928,12,144,Not Delivered,2021-09-18,Healthcare,Emma,24,11,China,HC-901
49826,32,245,Not Shipped,2021-12-06,Entertainment,Kristen,24,20,China,ENT-630
47892,6,250,Shipped,2021-08-27,Entertainment,John,33,10,Kenya,ENT-630
29052,65,222,Not Delivered,2021-07-04,Entertainment,Emma,25,15,USA,ENT-630
31390,65,175,Not Delivered,2021-09-16,Healthcare,Kristen,24,19,Singapore,HC-188
12902,72,107,Not Delivered,2021-08-27,,Maria,28,18,Italy,O-101
21989,91,122,Not Delivered,2021-12-18,Office,Pablo,33,18,India,O-188
10232,94,238,Not Shipped,2021-09-21,Entertainment,Maria,29,15,Singapore,ENT-555
33671,76,177,Delivered,2021-12-18,Healthcare,Abdul,22,15,China,HC-901
15114,79,227,Delivered,2021-08-24,Home,Maria,31,14,UK,H-101
18086,83,166,Not Delivered,2021-07-12,Home,Emma,35,14,Germany,H-555
36773,81,218,Delivered,2021-10-25,Fashion,John,33,25,Italy,F-630
48636,75,205,Shipped,2021-12-18,Fashion,Pablo,32,14,USA,F-555
